CustomerID,purchase_value,no_of_transaction,recent_transaction
12974.0,144.8,8,7
12976.0,738.6,22,7
12977.0,39.24,9,5
12980.0,7374.900000000001,20,5
12981.0,372.22,20,1
12982.0,390.54,28,8
12984.0,97.5,4,1
12985.0,1239.38,76,1
12987.0,558.7,28,3
12988.0,535.32,92,10
12989.0,6924.110000000001,64,1
12990.0,409.5,13,1
12991.0,503.76,31,1
12993.0,414.76,27,1
12994.0,974.42,61,1
12995.0,211.32,3,3
12997.0,1226.89,59,1
12999.0,455.88,28,7
13000.0,534.85,31,4
13001.0,9818.82,339,1
13002.0,120.95,7,11
13003.0,149.05,6,4
13004.0,5655.91,404,1
13005.0,513.7,26,6
13006.0,81.57,4,2
13008.0,229.47,14,11
13011.0,50.55,3,12
13012.0,1661.84,89,1
13013.0,4810.9400000000005,219,1
13014.0,3466.28,110,1
13015.0,3346.28,176,2
13016.0,789.89,47,3
13017.0,204.0,1,1
13018.0,7277.7,458,1
13021.0,2616.38,131,1
13023.0,689.9,40,2
13026.0,975.36,40,1
13027.0,6912.0,26,4
13028.0,661.3199999999999,45,1
13029.0,1247.5,10,1
13030.0,799.48,99,1
13032.0,1010.18,71,2
13033.0,190.55,11,12
13034.0,642.77,37,2
13035.0,921.88,27,3
13037.0,881.07,48,5
13038.0,908.46,28,3
13040.0,676.99,43,1
13043.0,516.42,13,9
13044.0,560.47,33,10
13045.0,305.28000000000003,18,3
13046.0,629.31,35,1
13047.0,3237.54,172,1
13048.0,1835.91,136,1
13049.0,656.6800000000001,14,2
13050.0,5836.86,403,1
13052.0,348.15000000000003,18,7
13055.0,1214.41,76,3
13058.0,271.40000000000003,8,1
13059.0,183.4,8,8
13060.0,307.53,15,9
13061.0,248.61,10,3
13062.0,346.98,11,6
13064.0,1119.49,69,1
13065.0,205.86,14,12
13066.0,470.8,48,1
13067.0,115.46,15,3
13068.0,344.0,2,1
13069.0,4436.12,425,1
13070.0,228.8,9,7
13072.0,177.15,7,9
13075.0,919.61,22,4
13077.0,729.27,112,1
13078.0,12627.94,358,1
13079.0,220.1,6,1
13080.0,58.08,6,6
13081.0,28337.38,1028,1
13082.0,3613.63,73,4
13083.0,303.75,18,1
13085.0,416.08,22,5
13090.0,8910.82,155,1
13091.0,345.82,21,1
13092.0,477.83,25,3
13093.0,7832.47,159,9
13094.0,1927.32,24,1
13095.0,74.39999999999999,6,3
13097.0,6010.42,423,1
13098.0,28882.44,572,1
13099.0,207.36,1,3
13101.0,101.19,8,8
13102.0,6424.09,304,1
13103.0,243.94,8,2
13104.0,1098.48,20,1
13106.0,76.5,1,5
13107.0,1531.62,58,2
13108.0,350.06,10,12
13109.0,786.54,47,2
13110.0,1488.67,145,1
13113.0,12245.96,201,1
13115.0,2294.78,120,1
13116.0,501.14,30,5
13117.0,984.91,76,1
13118.0,1197.81,79,1
13120.0,30.6,1,8
13121.0,283.73,50,9
13122.0,922.39,55,3
13124.0,3866.33,235,3
13126.0,2099.64,140,1
13127.0,259.17,15,3
13130.0,64.0,2,3
13131.0,1073.3,44,1
13132.0,77.3,3,9
13133.0,109.8,7,9
13134.0,1793.58,98,3
13135.0,3096.0,1,7
13136.0,2607.61,127,2
13137.0,3650.41,704,1
13138.0,962.39,63,1
13139.0,5064.94,170,1
13140.0,423.72,46,4
13141.0,2388.75,135,3
13142.0,307.09,23,1
13144.0,110.95,3,11
13145.0,618.52,6,2
13146.0,228.91,17,1
13147.0,712.8000000000001,4,1
13148.0,3707.12,319,1
13149.0,1676.06,86,1
13151.0,1257.87,74,10
13153.0,486.22,15,1
13155.0,971.76,85,1
13157.0,1741.22,87,2
13158.0,1201.06,79,3
13159.0,1437.85,121,1
13160.0,91.8,4,1
13161.0,112.75,8,11
13162.0,1688.29,79,4
13165.0,1021.48,42,2
13166.0,417.2,41,9
13167.0,791.33,65,1
13168.0,1319.19,131,1
13169.0,712.88,13,2
13170.0,116.01,32,1
13171.0,468.41,46,1
13173.0,353.65,43,1
13174.0,2817.03,314,1
13176.0,492.84,72,2
13177.0,282.45,17,2
13178.0,5725.47,265,1
13182.0,121.18,11,2
13183.0,3957.78,94,1
13184.0,1701.29,181,1
13185.0,71.4,1,9
13186.0,1575.89,79,2
13187.0,236.02,37,11
13188.0,114.6,2,1
13189.0,260.68,29,1
13192.0,911.94,63,3
13193.0,117.88,29,2
13194.0,60.7,3,5
13196.0,1797.78,110,1
13198.0,3401.24,226,1
13199.0,9817.12,119,1
13200.0,870.09,46,1
13203.0,869.46,57,1
13207.0,250.26,8,1
13208.0,1223.9,149,2
13209.0,5891.61,321,1
13210.0,353.48,22,3
13211.0,1197.42,56,1
13212.0,788.08,142,1
13213.0,1520.58,90,2
13216.0,333.74,5,9
13217.0,533.98,4,4
13218.0,62.63999999999999,5,4
13220.0,819.2900000000001,21,3
13221.0,847.41,66,8
13223.0,163.20000000000002,5,7
13224.0,2155.95,108,2
13225.0,6463.84,32,1
13226.0,108.21,16,9
13227.0,257.7,9,7
13228.0,358.0,2,3
13229.0,160.95,10,8
13230.0,2806.97,611,1
13232.0,1357.6,207,1
13233.0,605.12,43,3
13235.0,1031.07,58,7
13236.0,744.85,36,1
13238.0,700.73,31,1
13239.0,329.56,22,9
13240.0,663.65,67,3
13242.0,270.40000000000003,13,4
13243.0,600.07,58,7
13244.0,121.74,27,3
13245.0,430.5,16,2
13246.0,1987.3,141,1
13247.0,501.12,25,1
13248.0,465.68,26,4
13249.0,711.41,23,3
13253.0,1030.4,36,5
13255.0,399.51,13,1
13256.0,0.0,1,1
13258.0,698.58,38,1
13259.0,292.32,87,2
13260.0,557.62,8,2
13261.0,944.1,9,9
13262.0,200.29,11,9
13263.0,7454.07,1677,1
13265.0,2107.66,91,2
13266.0,3834.26,187,1
13267.0,4521.49,211,1
13268.0,3214.69,440,1
13269.0,5346.2300000000005,316,1
13270.0,590.0,1,12
13271.0,217.38,96,1
13272.0,276.56,15,1
13273.0,138.98,16,4
13276.0,590.9300000000001,30,2
13277.0,258.4,8,1
13278.0,542.73,46,2
13279.0,137.75,9,3
13280.0,814.86,85,4
13282.0,1132.14,37,1
13283.0,93.66,7,2
13284.0,201.19,13,11
13285.0,2709.12,187,1
13291.0,361.11,42,5
13292.0,578.9399999999999,31,1
13294.0,873.74,54,6
13295.0,201.2,10,12
13296.0,87.4,5,5
13297.0,2089.85,59,1
13298.0,360.0,2,1
13299.0,142.5,5,9
13300.0,371.89,20,6
13301.0,618.09,81,4
13302.0,63.75,1,5
13304.0,300.42,21,12
13305.0,2000.86,81,1
13307.0,15.0,1,4
13308.0,1385.51,54,1
13309.0,1456.79,107,1
13310.0,1132.03,72,1
13311.0,598.57,26,1
13313.0,1555.32,78,1
13314.0,775.94,62,1
13316.0,5977.7300000000005,87,1
13317.0,2273.68,124,2
13318.0,640.76,20,1
13319.0,10845.55,476,1
13320.0,1548.7,106,3
13321.0,567.36,11,3
13322.0,199.48,25,1
13323.0,787.85,21,1
13324.0,7121.95,75,1
13325.0,675.3,12,3
13327.0,3627.77,108,1
13328.0,1308.48,17,11
13329.0,789.0,17,1
13330.0,1140.93,53,3
13332.0,350.9,21,1
13334.0,3536.82,268,3
13336.0,795.12,51,3
13338.0,487.02,19,5
13339.0,860.12,54,7
13340.0,10736.48,134,2
13341.0,775.85,42,9
13343.0,353.43,19,6
13344.0,2543.72,119,2
13345.0,389.5,20,10
13347.0,341.36,8,3
13348.0,233.76,14,2
13349.0,247.32,16,1
13350.0,979.12,40,1
13351.0,373.94,16,2
13352.0,397.98,24,2
13354.0,743.53,51,3
13355.0,674.7,32,4
13356.0,768.24,42,3
13357.0,609.95,90,9
13358.0,439.03,29,9
13359.0,439.56,23,2
13362.0,3090.74,166,1
13363.0,992.5,60,1
13364.0,134.95999999999998,10,3
13365.0,2225.37,128,1
13366.0,56.16,1,2
13368.0,623.4,29,9
13369.0,308.28000000000003,14,12
13370.0,754.87,39,12
13372.0,378.64,23,3
13373.0,3312.25,158,2
13375.0,778.65,37,3
13376.0,1019.76,53,3
13379.0,572.56,97,1
13381.0,3639.31,172,1
13382.0,222.99,15,9
13384.0,4151.93,152,1
13385.0,534.57,35,11
13388.0,677.1,35,5
13389.0,797.96,51,1
13390.0,544.08,13,3
13391.0,59.8,1,7
13394.0,2520.02,155,1
13395.0,307.72,21,6
13396.0,1360.99,43,1
13397.0,1544.13,38,3
13398.0,457.34,26,7
13402.0,621.23,39,4
13403.0,75.0,3,1
13404.0,252.49,11,1
13405.0,572.451,27,3
13408.0,28117.04,478,1
13410.0,1003.06,28,1
13411.0,213.55,18,4
13414.0,1390.5,24,5
13416.0,712.5,19,2
13417.0,640.83,28,1
13418.0,6127.43,304,1
13419.0,221.06,16,2
13420.0,159.85,8,5
13421.0,1851.08,104,2
13422.0,2626.3,127,2
13425.0,1624.21,78,4
13426.0,3641.32,157,1
13427.0,582.6,29,1
13428.0,218.47,74,1
13429.0,1006.8,67,1
13430.0,679.45,49,1
13431.0,1269.1,46,2
13434.0,534.24,10,3
13435.0,3809.89,101,1
13436.0,196.89,12,1
13437.0,3408.06,167,1
13439.0,283.71,54,9
13441.0,296.64,13,3
13447.0,1129.14,59,1
13448.0,3539.37,195,1
13449.0,291.88,19,1
13450.0,2043.72,71,1
13451.0,2976.15,443,1
13452.0,590.0,2,9
13453.0,356.98,17,6
13455.0,1058.34,46,1
13456.0,1766.72,63,1
13458.0,9646.57,382,1
13460.0,183.44,17,1
13461.0,1445.0,27,1
13462.0,151.5,9,8
13464.0,674.68,41,2
13466.0,307.9,17,6
13467.0,1083.71,99,1
13468.0,5704.97,302,1
13470.0,165.0,10,3
13471.0,2531.58,260,1
13473.0,422.64,21,2
13474.0,229.59,64,8
13475.0,1431.78,86,6
13476.0,1238.47,58,6
13477.0,1454.58,79,1
13479.0,300.95,15,7
13481.0,1804.56,109,2
13482.0,184.64,11,8
13483.0,140.34,10,2
13484.0,313.8,8,8
13485.0,454.24,23,8
13486.0,1122.41,69,3
13487.0,575.4,34,2
13488.0,8968.31,422,1
13489.0,449.52,14,4
13491.0,1215.82,86,2
13492.0,1269.84,50,5
13493.0,618.63,8,9
13494.0,316.26000000000005,18,10
13495.0,2044.87,48,1
13496.0,653.33,35,1
13497.0,348.05,19,9
13499.0,1159.11,42,1
13500.0,1166.77,65,1
13501.0,1340.32,52,10
13502.0,292.0,18,1
13503.0,216.85,17,3
13504.0,295.93,22,2
13505.0,4393.63,215,3
13506.0,458.52,26,11
13507.0,2479.16,162,1
13508.0,110.97,12,8
13509.0,979.72,44,1
13510.0,1791.56,115,1
13512.0,251.21,15,9
13513.0,205.1,10,4
13514.0,152.20000000000002,4,3
13515.0,891.12,59,3
13516.0,1389.41,44,1
13517.0,2128.42,141,2
13518.0,659.4399999999999,38,3
13519.0,122.75,8,3
13520.0,3624.35,93,2
13521.0,1093.65,436,1
13522.0,125.8,5,1
13523.0,3964.88,172,1
13524.0,680.1800000000001,27,2
13525.0,628.78,6,1
13527.0,2287.51,223,1
13529.0,307.76,15,3
13531.0,483.8,22,7
13532.0,210.31,66,1
13533.0,270.79,76,6
13534.0,5870.08,296,1
13536.0,3448.29,179,1
13538.0,1280.85,25,2
13539.0,631.34,37,3
13544.0,291.41,87,2
13546.0,626.99,98,1
13548.0,682.41,124,3
13549.0,918.2,51,1
13551.0,91.8,4,11
13552.0,3740.07,109,2
13555.0,4149.28,136,3
13557.0,584.06,34,1
13558.0,605.06,175,1
13560.0,174.37,33,1
13561.0,141.86,14,7
13562.0,1799.33,82,3
13563.0,777.53,49,3
13564.0,1749.02,83,5
13565.0,240.22,38,1
13566.0,874.71,176,2
13568.0,192.85,44,6
13569.0,373.75,85,1
13570.0,239.49,27,8
13571.0,2092.32,341,1
13572.0,1384.25,33,7
13573.0,294.4,26,2
13575.0,732.0699999999999,46,1
13576.0,6717.34,126,1
13577.0,1687.6,83,1
13579.0,467.04,23,1
13581.0,118.0,10,10
13583.0,781.03,53,5
13584.0,142.4,24,10
13587.0,712.4,8,2
13588.0,2478.95,174,1
13589.0,379.65,21,1
13590.0,1981.92,87,1
13591.0,1117.13,58,2
13592.0,247.96,16,1
13593.0,2037.08,128,4
13594.0,396.97,26,2
13596.0,697.04,166,1
13598.0,180.17,40,2
13599.0,5153.67,247,1
13600.0,219.52,19,11
13601.0,693.32,99,2
13602.0,428.89,23,2
13603.0,164.34,27,1
13606.0,280.54,43,1
13607.0,678.01,98,2
13610.0,1131.88,226,1
13611.0,1171.8,74,3
13614.0,1610.46,201,1
13615.0,417.69,23,11
13617.0,544.18,44,2
13618.0,177.34,13,6
13621.0,213.85,19,4
13623.0,747.78,81,1
13626.0,257.23,19,8
13627.0,1638.47,92,2
13629.0,7792.36,59,1
13630.0,2031.78,71,1
13631.0,3070.42,11,3
13632.0,2121.27,146,1
13634.0,1575.16,188,1
13635.0,1071.03,62,2
13636.0,949.12,63,1
13637.0,810.5,101,2
13638.0,122.64,8,1
13639.0,1033.34,40,3
13642.0,354.8,66,7
13643.0,519.44,28,1
13644.0,2624.26,146,1
13645.0,252.1,5,4
13647.0,1678.12,79,1
13649.0,346.6,23,9
13650.0,1836.34,96,1
13651.0,94.2,6,1
13652.0,1095.08,63,2
13654.0,2707.33,166,2
13655.0,932.97,56,4
13656.0,379.65,49,6
13657.0,382.14,16,1
13658.0,2639.17,108,1
13659.0,1573.2,104,7
13662.0,897.76,53,3
13663.0,189.47,13,6
13666.0,84.65,12,2
13667.0,305.02,87,5
13668.0,6363.59,470,1
13669.0,218.55,9,2
13670.0,349.7,25,3
13672.0,186.39,6,10
13673.0,396.92,65,1
13675.0,486.8200000000001,25,5
13678.0,232.6,16,5
13680.0,3722.42,195,1
13681.0,827.83,57,1
13682.0,59.5,3,6
13684.0,67.23,30,10
13685.0,3119.44,39,1
13686.0,72.0,8,6
13689.0,910.0,6,2
13690.0,172.25,9,2
13692.0,1488.32,53,1
13695.0,2504.13,90,1
13697.0,151.29999999999998,12,1
13699.0,308.58000000000004,14,5
13700.0,2265.12,197,1
13703.0,99.5,1,11
13704.0,2308.06,134,1
13705.0,711.86,28,1
13706.0,330.79,20,10
13707.0,806.41,48,9
13708.0,296.88,51,9
13709.0,6328.05,336,1
13710.0,180.48,8,1
13711.0,252.06,13,7
13712.0,228.84,10,8
13715.0,1079.34,105,9
13716.0,138.28,21,9
13717.0,1445.01,102,1
13718.0,306.55,12,8
13719.0,1041.68,60,1
13720.0,799.9,43,4
13721.0,524.14,28,1
13722.0,2375.41,85,5
13723.0,199.85,6,7
13725.0,1980.56,104,2
13726.0,1079.66,42,1
13727.0,333.48,20,1
13728.0,1016.14,63,1
13730.0,752.6,43,5
13731.0,610.59,38,7
13732.0,491.86,33,1
13735.0,2885.24,196,1
