CustomerID,purchase_value,no_of_transaction,recent_transaction
12531.0,125.22,0,
12532.0,349.83000000000004,0,
12534.0,1089.18,0,
12535.0,716.35,0,
12536.0,12601.830000000002,0,
12538.0,363.95,0,
12539.0,5568.35,0,
12540.0,13400.24,0,
12541.0,981.18,0,
12544.0,372.7,0,
12545.0,1000.39,0,
12546.0,1161.5,0,
12547.0,207.79999999999998,0,
12548.0,95.19999999999999,0,
12550.0,964.83,0,
12551.0,168.0,0,
12552.0,437.82,0,
12553.0,3692.28,0,
12556.0,603.71,0,
12557.0,11990.960000000001,5,1
12558.0,269.96,0,
12559.0,561.71,0,
12560.0,2134.01,0,
12561.0,238.85,0,
12562.0,3781.7400000000002,0,
12564.0,456.9,0,
12565.0,145.92,0,
12566.0,351.65,0,
12567.0,9401.28,63,1
12569.0,4124.69,0,
12571.0,519.61,0,
12572.0,1020.42,0,
12573.0,160.54000000000002,0,
12574.0,218.45,0,
12576.0,1315.83,0,
12577.0,657.8,0,
12578.0,2794.51,0,
12579.0,440.42,0,
12580.0,415.7,0,
12581.0,197.71,0,
12582.0,511.36,0,
12583.0,7281.38,20,2
12584.0,2338.15,0,
12585.0,2040.1,0,
12586.0,196.94000000000003,0,
12587.0,144.0,0,
12588.0,214.89999999999998,0,
12589.0,646.68,0,
12590.0,9864.26,0,
12591.0,452.84999999999997,0,
12592.0,437.6,0,
12593.0,418.09999999999997,0,
12594.0,3338.2200000000003,0,
12596.0,618.27,0,
12597.0,3811.22,0,
12598.0,3023.08,0,
12599.0,1032.58,0,
12600.0,2599.04,2,1
12601.0,577.0600000000001,0,
12602.0,153.12,0,
12603.0,739.1999999999999,0,
12604.0,254.18,0,
12607.0,1579.51,0,
12609.0,1126.85,0,
12610.0,2099.54,0,
12611.0,1193.32,0,
12612.0,704.0400000000001,0,
12613.0,3344.38,0,
12614.0,315.6,0,
12615.0,2291.19,0,
12616.0,713.3,0,
12617.0,355.53,0,
12618.0,177.31,0,
12619.0,3641.24,0,
12620.0,1339.41,0,
12621.0,13689.67,0,
12622.0,180.1,0,
12623.0,305.1,0,
12624.0,641.13,0,
12625.0,2683.82,0,
12626.0,6620.48,0,
12627.0,4478.53,0,
12628.0,786.46,0,
12630.0,1270.88,0,
12631.0,640.5,0,
12633.0,2163.98,0,
12635.0,1689.18,0,
12637.0,6021.9,0,
12638.0,671.69,0,
12639.0,486.1,0,
12640.0,1174.58,0,
12641.0,185.9,0,
12642.0,1013.26,0,
12643.0,3344.64,0,
12644.0,477.91,0,
12645.0,1775.18,0,
12646.0,1346.97,0,
12647.0,3722.82,19,1
12648.0,318.05,0,
12649.0,623.51,0,
12650.0,314.44,0,
12651.0,114.0,0,
12652.0,919.98,0,
12653.0,2209.85,0,
12654.0,601.98,0,
12656.0,4051.17,0,
12657.0,1643.18,0,
12658.0,686.05,0,
12659.0,91.68,0,
12660.0,245.1,0,
12662.0,3849.78,15,2
12664.0,4881.88,0,
12665.0,63.0,0,
12667.0,620.13,0,
12668.0,3807.15,0,
12669.0,2744.0299999999997,0,
12670.0,2996.05,0,
12672.0,225.89999999999998,0,
12673.0,610.52,0,
12674.0,1970.6,0,
12676.0,1331.39,0,
12678.0,17628.46,0,
12679.0,1113.02,0,
12680.0,862.81,0,
12681.0,13787.54,0,
12682.0,12288.22,16,1
12683.0,8476.57,0,
12684.0,2283.63,0,
12685.0,2863.08,0,
12686.0,89.14,7,1
12688.0,4873.8099999999995,0,
12689.0,1247.61,0,
12690.0,389.01,0,
12691.0,1035.8,0,
12693.0,855.91,0,
12694.0,869.67,0,
12695.0,582.1,0,
12697.0,957.59,0,
12700.0,4939.99,0,
12701.0,797.71,0,
12702.0,219.0,0,
12703.0,283.55,0,
12704.0,2340.84,0,
12705.0,6868.29,0,
12707.0,603.42,0,
12708.0,2712.91,14,1
12709.0,9736.52,0,
12710.0,1149.02,0,
12712.0,4396.13,9,1
12713.0,848.55,0,
12714.0,4708.86,0,
12715.0,353.86,0,
12716.0,1053.49,0,
12717.0,1030.98,0,
12718.0,238.25,0,
12719.0,644.95,0,
12720.0,5781.73,30,1
12721.0,2656.13,0,
12722.0,997.63,0,
12723.0,725.07,0,
12724.0,1031.41,0,
12725.0,427.8,24,1
12726.0,2609.1,0,
12727.0,3980.7,0,
12728.0,836.33,0,
12729.0,453.01,0,
12731.0,18895.91,0,
12732.0,236.26000000000002,0,
12733.0,383.95,0,
12734.0,110.39999999999999,0,
12735.0,779.5699999999999,0,
12736.0,234.0,0,
12738.0,155.35,11,2
12739.0,1013.04,0,
12740.0,427.6,0,
12743.0,546.43,0,
12744.0,21279.29,0,
12747.0,4196.01,7,1
12748.0,33719.73,255,1
12749.0,4090.88,0,
12750.0,275.88,0,
12752.0,4366.78,0,
12753.0,21429.39,0,
12754.0,3010.74,0,
12755.0,3811.95,0,
12756.0,112.07999999999998,0,
12757.0,7857.1,0,
12758.0,2791.59,0,
12759.0,1531.44,0,
12762.0,1898.52,0,
12763.0,494.08,16,1
12764.0,1693.88,0,
12766.0,6989.63,0,
12769.0,1143.6,0,
12770.0,1351.45,0,
12772.0,892.47,0,
12775.0,1386.04,0,
12778.0,822.23,0,
12779.0,3981.36,8,1
12781.0,826.74,0,
12782.0,2330.92,0,
12783.0,2225.91,0,
12784.0,574.42,0,
12785.0,311.95,0,
12787.0,463.66,0,
12789.0,91.85,0,
12790.0,324.92,0,
12791.0,192.60000000000002,2,2
12792.0,400.53999999999996,0,
12793.0,545.48,7,1
12794.0,860.41,0,
12795.0,430.48,0,
12797.0,254.03,0,
12798.0,6977.04,0,
12802.0,427.58,0,
12808.0,483.65000000000003,7,1
12809.0,489.31,0,
12811.0,514.85,0,
12812.0,229.64000000000001,0,
12814.0,125.92,0,
12815.0,1063.46,0,
12816.0,572.2,0,
12817.0,166.04,0,
12818.0,1542.08,0,
12820.0,942.34,0,
12821.0,92.72,0,
12822.0,948.88,0,
12823.0,1759.5,0,
12824.0,397.12,0,
12826.0,1474.72,0,
12827.0,430.15000000000003,0,
12828.0,1018.71,0,
12829.0,293.0,0,
12830.0,6814.64,0,
12831.0,215.05,0,
12832.0,383.03,0,
12833.0,417.38,0,
12834.0,312.38,0,
12836.0,2612.86,0,
12837.0,134.1,0,
12838.0,683.13,59,2
12839.0,5591.42,0,
12840.0,2726.77,0,
12841.0,4022.35,47,1
12842.0,1118.99,0,
12843.0,1702.26,0,
12844.0,325.96000000000004,0,
12845.0,354.09,0,
12847.0,871.54,0,
12849.0,1050.8899999999999,0,
12851.0,135.18,0,
12852.0,311.55,0,
12853.0,1957.1000000000001,0,
12854.0,1324.5,0,
12855.0,38.1,3,2
12856.0,2179.93,0,
12857.0,1106.4,0,
12863.0,521.2,0,
12864.0,147.12,0,
12865.0,1568.23,0,
12866.0,559.12,0,
12867.0,4036.82,0,
12868.0,1607.0600000000002,12,2
12871.0,380.64,0,
12872.0,599.97,0,
12873.0,374.0,0,
12875.0,343.2300000000001,0,
12876.0,2218.02,0,
12877.0,1535.77,0,
12878.0,854.99,0,
12879.0,573.22,0,
12881.0,298.0,0,
12882.0,1463.04,0,
12883.0,703.47,0,
12884.0,309.05,0,
12885.0,1175.22,0,
12886.0,1378.4,0,
12888.0,354.12,0,
12890.0,380.46999999999997,0,
12891.0,331.0,0,
12893.0,188.14,0,
12895.0,372.8,0,
12897.0,216.5,0,
12901.0,17654.54,0,
12902.0,138.68,0,
12904.0,509.58,0,
12906.0,2919.81,0,
12908.0,750.0,0,
12909.0,2178.67,0,
12910.0,3075.04,0,
12912.0,1662.3,0,
12913.0,2483.63,4,1
12915.0,363.65,13,2
12916.0,3006.15,0,
12917.0,594.0,0,
12919.0,1335.19,0,
12920.0,164.23,0,
12921.0,16587.09,15,2
12922.0,405.38,0,
12923.0,176.97,0,
12924.0,933.7,0,
12925.0,694.05,0,
12928.0,2062.7000000000003,0,
12929.0,117.85,0,
12930.0,415.8,0,
12931.0,42055.96,0,
12933.0,607.53,0,
12935.0,2160.7,0,
12936.0,1063.9,0,
12937.0,1504.27,0,
12938.0,114.14,0,
12939.0,11581.8,0,
12940.0,913.54,0,
12942.0,683.9,0,
12944.0,604.51,0,
12945.0,462.95,0,
12947.0,1603.99,17,2
12948.0,2064.95,0,
12949.0,4167.22,0,
12950.0,1843.0,0,
12951.0,1064.07,0,
12952.0,1387.79,0,
12953.0,329.85,0,
12955.0,4757.16,0,
12956.0,108.07,0,
12957.0,4017.54,0,
12962.0,266.39,0,
12963.0,1856.63,0,
12965.0,771.91,0,
12966.0,160.18,0,
12967.0,1660.9,15,1
12968.0,135.95,0,
12970.0,452.24,0,
12971.0,11189.91,5,2
12974.0,144.8,0,
12976.0,738.6,0,
12977.0,39.239999999999995,0,
12980.0,7374.900000000001,0,
12981.0,372.21999999999997,0,
12982.0,390.54,0,
12984.0,97.5,0,
12985.0,1239.38,0,
12987.0,558.7,0,
12988.0,535.32,0,
12989.0,6924.110000000001,0,
12990.0,409.5,0,
12991.0,503.76,0,
12993.0,414.76,0,
12994.0,974.4200000000001,0,
12995.0,211.32,0,
12997.0,1226.89,0,
12999.0,455.88,0,
13000.0,534.85,0,
13001.0,9818.82,0,
13002.0,120.94999999999999,0,
13003.0,149.05,0,
13004.0,5655.91,0,
13005.0,513.7,0,
13006.0,81.57,0,
13008.0,229.46999999999997,0,
13011.0,50.550000000000004,3,2
13012.0,1661.8400000000001,0,
13013.0,4810.9400000000005,67,1
13014.0,3466.2799999999997,0,
13015.0,3346.28,0,
13016.0,789.89,0,
13017.0,204.0,0,
13018.0,7277.7,0,
13021.0,2616.38,0,
13023.0,689.9,0,
13026.0,975.36,0,
13027.0,6912.0,0,
13028.0,661.3199999999999,0,
13029.0,1247.5,0,
13030.0,799.48,60,1
13032.0,1010.18,0,
13033.0,190.55,0,
13034.0,642.77,11,1
13035.0,921.88,0,
13037.0,881.07,0,
13038.0,908.46,0,
13040.0,676.99,0,
13043.0,516.42,0,
13044.0,560.47,0,
13045.0,305.28000000000003,0,
13046.0,629.31,0,
13047.0,3237.54,17,2
13048.0,1835.91,0,
13049.0,656.6800000000001,0,
13050.0,5836.86,0,
13052.0,348.15000000000003,0,
13055.0,1214.41,0,
13058.0,271.40000000000003,0,
13059.0,183.4,0,
13060.0,307.53,0,
13061.0,248.61,0,
13062.0,346.98,0,
13064.0,1119.49,0,
13065.0,205.86,14,2
13066.0,470.8,0,
13067.0,115.46000000000001,0,
13068.0,344.0,0,
13069.0,4436.12,43,1
13070.0,228.8,0,
13072.0,177.15,0,
13075.0,919.61,0,
13077.0,729.27,0,
13078.0,12627.94,0,
13079.0,220.10000000000002,0,
13080.0,58.08,0,
13081.0,28337.38,74,1
13082.0,3613.63,0,
13083.0,303.75,0,
13085.0,416.08000000000004,0,
13089.0,58825.83,41,1
13090.0,8910.82,4,2
13091.0,345.82,0,
13092.0,477.83,0,
13093.0,7832.47,13,2
13094.0,1927.3200000000002,3,1
13095.0,74.39999999999999,0,
13097.0,6010.42,0,
13098.0,28882.44,0,
13099.0,207.35999999999999,0,
13101.0,101.19,0,
13102.0,6424.09,0,
13103.0,243.94,0,
13104.0,1098.48,0,
13106.0,76.5,0,
13107.0,1531.6200000000001,0,
13108.0,350.06,10,2
13109.0,786.54,0,
13110.0,1488.67,0,
13113.0,12245.960000000001,0,
13115.0,2294.78,0,
13116.0,501.14,0,
13117.0,984.91,15,2
13118.0,1197.81,0,
13120.0,30.599999999999998,0,
13121.0,283.73,0,
13122.0,922.39,0,
13124.0,3866.33,0,
13126.0,2099.64,0,
13127.0,259.17,0,
13130.0,64.0,0,
13131.0,1073.3,0,
13132.0,77.3,0,
13133.0,109.8,0,
13134.0,1793.58,0,
13135.0,3096.0,0,
13136.0,2607.61,0,
13137.0,3650.41,0,
13138.0,962.39,14,2
13139.0,5064.94,0,
13140.0,423.72,0,
13141.0,2388.75,0,
13142.0,307.09,0,
13144.0,110.95,0,
13145.0,618.52,1,2
13146.0,228.91,0,
13147.0,712.8000000000001,0,
13148.0,3707.12,0,
13149.0,1676.06,0,
13151.0,1257.8700000000001,0,
13153.0,486.22,0,
13155.0,971.76,52,1
13157.0,1741.22,0,
13158.0,1201.06,0,
13159.0,1437.85,0,
13160.0,91.8,0,
13161.0,112.75,0,
13162.0,1688.29,0,
13165.0,1021.48,0,
13166.0,417.2,0,
13167.0,791.33,0,
13168.0,1319.19,0,
13169.0,712.88,0,
13170.0,116.00999999999999,0,
13171.0,468.41,0,
13173.0,353.65,0,
13174.0,2817.03,169,1
13176.0,492.84,0,
13177.0,282.45,0,
13178.0,5725.47,0,
13182.0,121.18,0,
13183.0,3957.78,0,
13184.0,1701.29,0,
13185.0,71.4,0,
13186.0,1575.89,0,
13187.0,236.02,0,
13188.0,114.60000000000001,0,
13189.0,260.68,0,
13192.0,911.94,0,
13193.0,117.88,0,
13194.0,60.7,0,
13196.0,1797.78,0,
13198.0,3401.2400000000002,0,
13199.0,9817.12,0,
13200.0,870.09,0,
13203.0,869.46,0,
13207.0,250.26000000000002,0,
13208.0,1223.9,0,
13209.0,5891.61,0,
13210.0,353.48,0,
13211.0,1197.42,0,
13212.0,788.08,0,
13213.0,1520.58,0,
13216.0,333.74,0,
13217.0,533.98,0,
13218.0,62.63999999999999,0,
13220.0,819.2900000000001,0,
13221.0,847.41,0,
13223.0,163.20000000000002,0,
13224.0,2155.95,0,
13225.0,6463.84,0,
13226.0,108.21000000000001,0,
13227.0,257.7,0,
13228.0,358.0,0,
13229.0,160.95,0,
13230.0,2806.97,0,
13232.0,1357.6,0,
13233.0,605.12,0,
13235.0,1031.07,0,
13236.0,744.85,0,
13238.0,700.73,0,
13239.0,329.56,0,
13240.0,663.65,0,
13242.0,270.40000000000003,0,
13243.0,600.07,0,
13244.0,121.74000000000001,0,
13245.0,430.5,0,
13246.0,1987.3,0,
13247.0,501.12,0,
13248.0,465.68,0,
13249.0,711.41,0,
13253.0,1030.4,0,
13255.0,399.51,6,2
13256.0,0.0,0,
13258.0,698.58,0,
13259.0,292.32,0,
13260.0,557.62,0,
13261.0,944.1,0,
13262.0,200.29,0,
13263.0,7454.07,0,
13265.0,2107.66,0,
13266.0,3834.2599999999998,0,
13267.0,4521.49,0,
13268.0,3214.69,0,
13269.0,5346.2300000000005,12,1
13270.0,590.0,0,
13271.0,217.38,0,
13272.0,276.56,0,
13273.0,138.98,0,
13276.0,590.9300000000001,0,
13277.0,258.4,0,
13278.0,542.73,0,
13279.0,137.75,0,
13280.0,814.86,0,
13282.0,1132.14,0,
13283.0,93.66,0,
13284.0,201.19,0,
13285.0,2709.12,0,
13291.0,361.11,0,
13292.0,578.9399999999999,0,
13294.0,873.74,0,
13295.0,201.20000000000002,0,
13296.0,87.4,0,
13297.0,2089.85,0,
13298.0,360.0,0,
13299.0,142.5,0,
13300.0,371.89,0,
13301.0,618.09,0,
13302.0,63.75,0,
13304.0,300.42,0,
13305.0,2000.86,5,2
13307.0,15.0,0,
13308.0,1385.51,0,
13309.0,1456.79,0,
13310.0,1132.03,0,
13311.0,598.57,0,
13313.0,1555.32,0,
13314.0,775.94,0,
13316.0,5977.7300000000005,0,
13317.0,2273.68,0,
13318.0,640.76,0,
13319.0,10845.550000000001,0,
13320.0,1548.7,0,
13321.0,567.36,0,
13322.0,199.48000000000002,0,
13323.0,787.85,0,
13324.0,7121.95,0,
13325.0,675.3,0,
13327.0,3627.77,0,
13328.0,1308.48,0,
13329.0,789.0,0,
13330.0,1140.93,0,
13332.0,350.9,0,
13334.0,3536.82,0,
13336.0,795.12,0,
13338.0,487.02,0,
13339.0,860.12,0,
13340.0,10736.48,0,
13341.0,775.85,0,
13343.0,353.43,0,
13344.0,2543.72,0,
13345.0,389.5,0,
13347.0,341.36,0,
13348.0,233.76,0,
13349.0,247.32,0,
13350.0,979.12,0,
13351.0,373.94,0,
13352.0,397.97999999999996,0,
13354.0,743.53,0,
13355.0,674.7,0,
13356.0,768.24,0,
13357.0,609.95,0,
13358.0,439.03,0,
13359.0,439.56,0,
13362.0,3090.7400000000002,0,
13363.0,992.5,0,
13364.0,134.95999999999998,0,
13365.0,2225.37,0,
13366.0,56.160000000000004,0,
13368.0,623.4,0,
13369.0,308.28000000000003,0,
13370.0,754.87,39,1
13372.0,378.64,0,
13373.0,3312.25,0,
13375.0,778.65,0,
13376.0,1019.76,0,
13379.0,572.56,0,
13381.0,3639.31,0,
13382.0,222.99,0,
13384.0,4151.93,0,
13385.0,534.57,0,
13388.0,677.1,0,
13389.0,797.96,0,
13390.0,544.08,0,
13391.0,59.8,0,
13394.0,2520.02,0,
13395.0,307.72,0,
13396.0,1360.99,0,
13397.0,1544.13,0,
13398.0,457.34,0,
13402.0,621.23,17,2
13403.0,75.0,0,
13404.0,252.49,0,
13405.0,572.451,0,
13408.0,28117.04,14,1
13410.0,1003.06,0,
13411.0,213.55,0,
13414.0,1390.5,0,
13416.0,712.5,0,
13417.0,640.83,0,
13418.0,6127.43,23,2
13419.0,221.06,0,
13420.0,159.85,0,
13421.0,1851.08,0,
13422.0,2626.3,0,
13425.0,1624.21,0,
13426.0,3641.32,0,
13427.0,582.6,0,
13428.0,218.47,0,
13429.0,1006.8,0,
13430.0,679.45,0,
13431.0,1269.1,0,
13434.0,534.24,0,
13435.0,3809.8900000000003,0,
13436.0,196.89,0,
13437.0,3408.06,0,
13439.0,283.71,0,
13441.0,296.64,0,
13447.0,1129.14,0,
13448.0,3539.37,18,2
13449.0,291.88,0,
13450.0,2043.7199999999998,0,
13451.0,2976.15,0,
13452.0,590.0,0,
13453.0,356.97999999999996,0,
13455.0,1058.34,0,
13456.0,1766.72,0,
13458.0,9646.57,0,
13460.0,183.44,0,
13461.0,1445.0,0,
13462.0,151.5,0,
13464.0,674.68,0,
13466.0,307.9,0,
13467.0,1083.71,0,
13468.0,5704.97,34,1
13470.0,165.0,0,
13471.0,2531.58,0,
13473.0,422.64,0,
13474.0,229.59,0,
13475.0,1431.78,0,
13476.0,1238.47,0,
13477.0,1454.58,0,
13479.0,300.95,0,
13481.0,1804.56,0,
13482.0,184.64,0,
13483.0,140.34,0,
13484.0,313.8,0,
13485.0,454.24,0,
13486.0,1122.41,0,
13487.0,575.4,0,
13488.0,8968.31,0,
13489.0,449.52,0,
13491.0,1215.82,7,2
13492.0,1269.84,0,
13493.0,618.63,0,
13494.0,316.26000000000005,0,
13495.0,2044.8700000000001,14,1
13496.0,653.33,0,
13497.0,348.05,9,1
13499.0,1159.11,0,
13500.0,1166.77,0,
13501.0,1340.32,0,
13502.0,292.0,0,
13503.0,216.85,0,
13504.0,295.93,0,
13505.0,4393.63,0,
13506.0,458.52,17,1
13507.0,2479.16,0,
13508.0,110.97,0,
13509.0,979.72,0,
13510.0,1791.56,0,
13512.0,251.21,0,
13513.0,205.1,0,
13514.0,152.20000000000002,0,
13515.0,891.12,0,
13516.0,1389.41,0,
13517.0,2128.42,0,
13518.0,659.4399999999999,0,
13519.0,122.75,0,
13520.0,3624.35,6,1
13521.0,1093.65,0,
13522.0,125.80000000000001,0,
13523.0,3964.88,0,
13524.0,680.1800000000001,0,
13525.0,628.78,0,
13527.0,2287.51,0,
13529.0,307.76,0,
13531.0,483.8,0,
13532.0,210.31,0,
13533.0,270.79,0,
13534.0,5870.08,0,
13536.0,3448.29,0,
13538.0,1280.85,0,
13539.0,631.34,0,
13544.0,291.41,0,
13546.0,626.99,0,
13548.0,682.41,0,
13549.0,918.2,0,
13551.0,91.80000000000001,0,
13552.0,3740.07,0,
13555.0,4149.28,0,
13557.0,584.06,0,
13558.0,605.06,0,
13560.0,174.37,0,
13561.0,141.85999999999999,0,
13562.0,1799.33,0,
13563.0,777.53,0,
13564.0,1749.02,41,1
13565.0,240.22,0,
13566.0,874.71,0,
13568.0,192.85,0,
13569.0,373.75,0,
13570.0,239.49,0,
13571.0,2092.32,0,
13572.0,1384.25,0,
13573.0,294.4,0,
13575.0,732.0699999999999,0,
13576.0,6717.34,11,2
13577.0,1687.6000000000001,0,
13579.0,467.04,9,1
13581.0,118.0,0,
13583.0,781.03,0,
13584.0,142.4,0,
13587.0,712.4,0,
13588.0,2478.95,0,
13589.0,379.65,0,
13590.0,1981.92,0,
13591.0,1117.13,0,
13592.0,247.95999999999998,0,
13593.0,2037.0800000000002,0,
13594.0,396.97,0,
13596.0,697.04,0,
13598.0,180.17000000000002,0,
13599.0,5153.67,0,
13600.0,219.52,0,
13601.0,693.32,0,
13602.0,428.89,0,
13603.0,164.34,0,
13606.0,280.53999999999996,0,
13607.0,678.01,0,
13610.0,1131.88,0,
13611.0,1171.8,0,
13614.0,1610.46,0,
13615.0,417.69,0,
13617.0,544.18,0,
13618.0,177.34,0,
13621.0,213.85,0,
13623.0,747.78,0,
13626.0,257.23,0,
13627.0,1638.47,0,
13629.0,7792.36,0,
13630.0,2031.78,0,
13631.0,3070.42,0,
13632.0,2121.27,0,
13634.0,1575.16,0,
13635.0,1071.03,0,
13636.0,949.12,0,
13637.0,810.5,0,
13638.0,122.64,0,
13639.0,1033.34,0,
13642.0,354.8,0,
13643.0,519.44,0,
13644.0,2624.26,0,
13645.0,252.1,0,
13647.0,1678.1200000000001,0,
13649.0,346.6,0,
13650.0,1836.34,0,
13651.0,94.2,0,
13652.0,1095.08,18,1
13654.0,2707.33,0,
13655.0,932.97,0,
13656.0,379.65,0,
13657.0,382.14,0,
13658.0,2639.17,0,
13659.0,1573.2,0,
13662.0,897.76,0,
13663.0,189.47,0,
13666.0,84.65,0,
13667.0,305.02,0,
13668.0,6363.59,0,
13669.0,218.55,0,
13670.0,349.7,0,
13672.0,186.39000000000001,0,
13673.0,396.92,0,
13675.0,486.82000000000005,0,
13678.0,232.6,0,
13680.0,3722.42,0,
13681.0,827.83,0,
13682.0,59.5,0,
13684.0,67.23,0,
13685.0,3119.44,0,
13686.0,72.0,0,
13689.0,910.0,0,
13690.0,172.25,0,
13692.0,1488.32,0,
13694.0,65039.62,6,2
13695.0,2504.13,0,
13697.0,151.29999999999998,0,
13699.0,308.58000000000004,0,
13700.0,2265.12,0,
13703.0,99.5,0,
13704.0,2308.06,0,
13705.0,711.86,10,2
13706.0,330.79,0,
13707.0,806.41,0,
13708.0,296.88,0,
13709.0,6328.05,0,
13710.0,180.48,0,
13711.0,252.06,0,
13712.0,228.84,0,
13715.0,1079.34,15,2
13716.0,138.28,0,
13717.0,1445.01,0,
13718.0,306.55,0,
13719.0,1041.68,0,
13720.0,799.9,0,
13721.0,524.14,0,
13722.0,2375.41,0,
13723.0,199.85000000000002,0,
13725.0,1980.56,0,
13726.0,1079.6599999999999,0,
13727.0,333.48,0,
13728.0,1016.14,0,
13730.0,752.6,0,
13731.0,610.59,0,
13732.0,491.86,0,
13735.0,2885.2400000000002,0,
13736.0,731.9,0,
13737.0,339.59999999999997,0,
13739.0,216.9,0,
13740.0,350.75,0,
13741.0,668.4300000000001,0,
13742.0,3131.02,0,
13743.0,1341.6,0,
13744.0,1156.36,0,
13745.0,300.04,0,
13747.0,79.6,1,2
13748.0,948.25,1,2
13750.0,1647.26,0,
13751.0,296.25,0,
13752.0,1186.28,0,
13753.0,741.26,0,
13754.0,282.59999999999997,0,
13755.0,2161.35,0,
13756.0,5189.52,0,
13758.0,3190.55,17,2
13759.0,659.4100000000001,0,
13760.0,286.79,0,
13761.0,1070.65,0,
13762.0,306.72,0,
13763.0,1714.96,0,
13764.0,1521.76,0,
13767.0,17220.36,31,1
13769.0,2796.51,0,
13771.0,2634.45,0,
13772.0,1132.13,0,
13774.0,345.0,0,
13777.0,25977.16,33,2
13778.0,178.7,0,
13780.0,360.01,0,
13781.0,127.84,0,
13782.0,912.0,0,
13784.0,2462.79,0,
13786.0,230.39999999999998,0,
13787.0,309.04,0,
13790.0,348.8,0,
13791.0,1516.0,0,
13792.0,195.55,0,
13798.0,37153.85,1,2
13799.0,688.86,0,
13800.0,558.32,0,
